iter	Logloss
406	0.1615635261
407	0.1614608187
408	0.1613377787
409	0.1611948797
410	0.1609505502
411	0.160842124
412	0.1607418886
413	0.1606959484
414	0.1605276805
415	0.1603818593
416	0.160201002
417	0.1600672234
418	0.1599405199
419	0.1598284567
420	0.1596819463
421	0.1594491515
422	0.1592944525
423	0.1590702196
424	0.1588028219
425	0.1587198214
426	0.1585528095
427	0.1584376972
428	0.1582011629
429	0.1580969274
430	0.1578566541
431	0.1577988831
432	0.1577025632
433	0.1573121649
434	0.1571834456
435	0.156905857
436	0.1567496903
437	0.1565417171
438	0.1563854135
439	0.1562424918
440	0.1560706719
441	0.1559798267
442	0.1559497233
443	0.1558341815
444	0.1556360788
445	0.1555379391
446	0.155407627
447	0.155333086
448	0.1552527265
449	0.1549693865
450	0.1547945255
451	0.1545744452
452	0.1544633134
453	0.1543693049
454	0.1541185212
455	0.1539986604
456	0.1539245335
457	0.1538761412
458	0.1537358527
459	0.15355715
460	0.1534516595
461	0.1533681672
462	0.1531649583
463	0.1530322129
464	0.1529914334
465	0.1528742227
466	0.1526605805
467	0.1525432181
468	0.1524430252
469	0.1523858075
470	0.1522717188
471	0.1521891101
472	0.1520829801
473	0.1519102014
474	0.1517251468
475	0.1516039206
476	0.1513903806
477	0.1513291733
478	0.1512224392
479	0.1511982942
480	0.151075237
481	0.1508343248
482	0.1506978201
483	0.1505005105
484	0.1504572815
485	0.1503240126
486	0.1501872425
487	0.1501000191
488	0.1497599884
489	0.1496828556
490	0.1495420972
491	0.1494972964
492	0.1493988871
493	0.1493391471
494	0.1492250056
495	0.1491230271
496	0.1489202295
497	0.148730942
498	0.1486350594
499	0.1483445215
500	0.1483105666
501	0.148183265
502	0.1480591447
503	0.1478800502
504	0.1478377025
505	0.1477133402
506	0.1474507404
507	0.1473536786
508	0.1471765501
509	0.1470205221
510	0.1468782836
511	0.1467857274
512	0.1465510144
513	0.1464318805
514	0.1463590325
515	0.1462858293
516	0.1460976116
517	0.1460162239
518	0.1457784202
519	0.1456894575
520	0.1455079048
521	0.1454624814
522	0.1452922432
523	0.1450945242
524	0.1449797886
525	0.1448525133
526	0.14466474
527	0.1444805827
528	0.144466757
529	0.1442371234
530	0.1440293078
531	0.1439263459
532	0.1437496742
533	0.1437329732
534	0.1436969378
535	0.1436646504
536	0.1435608207
537	0.1433502044
538	0.1432570867
539	0.1431793586
540	0.142867651
541	0.142591065
542	0.1425711607
543	0.1425399091
544	0.1423363509
545	0.1422978454
546	0.1420760145
547	0.1420521372
548	0.1419723095
549	0.141954166
550	0.1417874471
551	0.1416045316
552	0.1415248431
553	0.1412785103
554	0.1410769914
555	0.1410606702
556	0.1410325533
557	0.1408854114
558	0.1406910429
559	0.1406787114
560	0.1405845167
561	0.1405690078
562	0.1403806373
563	0.1403634782
564	0.1401117041
565	0.1399525449
566	0.1397202336
567	0.139534629
568	0.1394971082
569	0.1394495961
570	0.1392791343
571	0.1390955255
572	0.1390704134
573	0.1390469081
574	0.1388063749
575	0.13863049
576	0.1386045669
577	0.1385839281
578	0.1384240694
579	0.1384122211
580	0.1380890282
581	0.1379073646
582	0.1376859047
583	0.137479053
584	0.1372178804
585	0.1371113589
586	0.1369226072
587	0.1369113636
588	0.136745276
589	0.1366989814
590	0.1363917162
591	0.1363503617
592	0.1363127626
593	0.1360931785
594	0.1360830575
595	0.1359169449
596	0.135664675
597	0.1356544074
598	0.135635133
599	0.1355235933
600	0.1354945694
601	0.1354646907
602	0.1353370243
603	0.1351851536
604	0.134987525
605	0.1348233831
606	0.1346596994
607	0.1345558444
608	0.1343348929
609	0.1343251953
610	0.1341602414
611	0.1341507251
612	0.1339960974
613	0.1339865812
614	0.133866351
615	0.1338450214
616	0.1337254968
617	0.1335557253
618	0.133525605
619	0.1335111317
620	0.1331784107
621	0.1329732307
622	0.1328028595
623	0.1325807372
624	0.1325238984
625	0.1325147877
626	0.1323668463
627	0.1321078105
628	0.1320992006
629	0.1319174471
630	0.1319023348
631	0.131757998
632	0.1317490341
633	0.1316017103
634	0.1314264112
635	0.1312598502
636	0.1310329784
637	0.1308459784
638	0.1308373599
639	0.1306660278
640	0.1304477195
641	0.1302832555
642	0.1300234251
643	0.1300151264
644	0.1300068015
645	0.1299732791
646	0.1299652739
647	0.1297383822
648	0.1295953717
649	0.1294587789
650	0.1294507132
651	0.1293179567
652	0.1292188723
653	0.1291013741
654	0.1290877474
655	0.1290800963
656	0.1290550537
657	0.1290472466
658	0.1288669103
659	0.12872877
660	0.1286991754
661	0.1284639946
662	0.128372646
663	0.1282314238
664	0.1281516296
665	0.1281367247
666	0.1281293931
667	0.1279525635
668	0.1277993001
669	0.1276407701
670	0.1275634929
671	0.1273645348
672	0.1273572464
673	0.1273428769
674	0.1272652272
675	0.1272569028
676	0.1270846658
677	0.1270115235
678	0.1269520537
679	0.1269256121
680	0.1267550834
681	0.1267377252
682	0.1266396048
683	0.1266324717
684	0.1265882412
685	0.1264170696
686	0.1263968537
687	0.1263899628
688	0.126278746
689	0.1262011311
690	0.1259844855
691	0.1259777841
692	0.1258906599
693	0.1258841317
694	0.125753735
695	0.1256777084
696	0.1253888969
697	0.1252504804
698	0.1250127807
699	0.1248890011
700	0.1248716354
701	0.1247263075
702	0.1245220687
703	0.124484644
704	0.124395666
705	0.1242673023
706	0.1242492799
707	0.1241593277
708	0.1240759433
709	0.1239679907
710	0.1237872927
711	0.1236899706
712	0.1236759727
713	0.1235971807
714	0.1235194755
715	0.1233065166
716	0.1232004077
717	0.1231098587
718	0.1231035289
719	0.1229448445
720	0.1229205438
721	0.1229019864
722	0.1227732501
723	0.122625489
724	0.122438323
725	0.1224190317
726	0.1224125896
727	0.1222622046
728	0.1221955337
729	0.1221894454
730	0.1219441902
731	0.1217882516
732	0.1216470244
733	0.121525566
734	0.1213640488
735	0.1212262936
736	0.1211027177
737	0.120956337
738	0.120892038
739	0.1208187797
740	0.1207857585
741	0.1205661016
742	0.1203800696
743	0.1202963939
744	0.1201686817
745	0.1200163524
746	0.1199841072
747	0.1198430331
748	0.119675817
749	0.1195137954
750	0.1194444466
751	0.119265922
752	0.1192317595
753	0.1190681696
754	0.1189119
755	0.1188026245
756	0.1186982094
757	0.1186629783
758	0.1185567704
759	0.1184968831
760	0.1184274561
761	0.1182422529
762	0.1181675824
763	0.1179828775
764	0.1178396674
765	0.1176685545
766	0.1175442039
767	0.1175125134
768	0.1174181185
769	0.1172689694
770	0.1172202489
771	0.1171030971
772	0.1169406971
773	0.1167975905
774	0.1167266528
775	0.1165201868
776	0.1163439994
777	0.1163379799
778	0.1161819203
779	0.116161636
780	0.1159550156
781	0.1158423034
782	0.1156962744
783	0.115570543
784	0.1154358011
785	0.1153885656
786	0.1153577628
787	0.1153136008
788	0.1152159355
789	0.1150729926
790	0.1149237806
791	0.1147631774
792	0.114456975
793	0.1143454387
794	0.1141936091
795	0.1140582752
796	0.1140129222
797	0.1138500247
798	0.1136379537
799	0.1136096043
800	0.1134669644
801	0.1134532335
802	0.1133017578
803	0.1132508275
804	0.1131848068
805	0.1130595827
806	0.1130538833
807	0.1129014585
808	0.1128144315
809	0.1126862382
810	0.1126198755
811	0.1124515289
812	0.1124297936
813	0.1123245108
814	0.1122581739
815	0.1120641338
816	0.11193529
817	0.1118716642
818	0.1117850402
819	0.1117141691
820	0.1116055872
821	0.1115315024
822	0.1113409927
823	0.1112325308
824	0.1111638809
825	0.1109492118
826	0.1109326574
827	0.1107792145
828	0.1105940173
829	0.1104598141
830	0.1104143328
831	0.1104089528
832	0.110297053
833	0.1101980042
834	0.1100655339
835	0.1099464166
836	0.109803395
837	0.1096926179
838	0.1096668938
839	0.1096031315
840	0.1094711276
841	0.1092926507
842	0.1091753222
843	0.1091306077
844	0.1089780455
845	0.1089204229
846	0.1087925519
847	0.1086559203
848	0.1084565374
849	0.108344629
850	0.1082868397
851	0.1081331529
852	0.1080271014
853	0.1080142515
854	0.1078412476
855	0.1078125431
856	0.1077561961
857	0.1076360236
858	0.1075316555
859	0.1075179858
860	0.1073819723
861	0.1073326034
862	0.1073058163
863	0.1071686084
864	0.1071295332
865	0.1070246308
866	0.106917877
867	0.1067950817
868	0.1066631226
869	0.1065667675
870	0.1064596947
871	0.1064322686
872	0.1063083145
873	0.1062794119
874	0.1061824445
875	0.1061706654
876	0.1060907949
877	0.1060634719
878	0.1059487673
879	0.1058624479
880	0.1056684519
881	0.1054587984
882	0.1054376849
883	0.1052955718
884	0.1051632409
885	0.1050374644
886	0.1049902631
887	0.1048625428
888	0.1047504905
889	0.1046427291
890	0.1045767617
891	0.104456213
892	0.1043612071
893	0.1042734874
894	0.1041778348
895	0.1040606786
896	0.1039238921
897	0.1039123207
898	0.1037563322
899	0.1036337952
900	0.1035019912
901	0.1034938651
902	0.103437142
903	0.1032432761
904	0.10309624
905	0.1029779691
906	0.1029732973
907	0.1028844672
908	0.1027478354
909	0.1026390558
910	0.1025311819
911	0.1024928058
912	0.1023868399
913	0.1023166683
914	0.1023063834
915	0.1022072736
916	0.1021211602
917	0.1020911006
918	0.1020811435
919	0.1019948789
920	0.1019906476
921	0.101947755
922	0.1017876347
923	0.101700555
924	0.1016474302
925	0.1015260835
926	0.10141264
927	0.1012973544
928	0.101220752
929	0.1011274109
930	0.1009731374
931	0.1008779988
932	0.1007792792
933	0.1006422909
934	0.1005212318
935	0.1003877619
936	0.1002612172
937	0.1001367012
938	0.100127349
939	0.1000694311
940	0.09997883609
941	0.09995774867
942	0.09994989016
943	0.0998676823
944	0.09986129223
945	0.09976885935
946	0.09964398968
947	0.09945437621
948	0.09943543009
949	0.09941115579
950	0.09925893855
951	0.09914469152
952	0.0990391405
953	0.09895982348
954	0.09884315679
955	0.09868796882
956	0.09854296634
957	0.09844871463
958	0.09836109952
959	0.09832977857
960	0.0982249706
961	0.09812968359
962	0.09801959573
963	0.09790266322
964	0.09789794829
965	0.0977956207
966	0.09776857416
967	0.09765346346
968	0.09745726777
969	0.09743559354
970	0.09726662412
971	0.0971781182
972	0.09717141712
973	0.09711290337
974	0.09703533921
975	0.09690588251
976	0.09680527094
977	0.09672392541
978	0.09671974587
979	0.09664739467
980	0.09663724805
981	0.09653036596
982	0.09638682772
983	0.09623990143
984	0.09622339954
985	0.09614155275
986	0.09600950947
987	0.09592397576
988	0.0958144179
989	0.0957450049
990	0.09559567284
991	0.09546825288
992	0.09536594878
993	0.09535846146
994	0.09525181131
995	0.09506413339
996	0.09495512874
997	0.09491189078
998	0.09480951098
999	0.09473191309
