epoch,train_loss,val_loss,train_acc,val_acc
1,0.603400418135235,0.6091506552103287,0.8768577494692145,0.8657487091222031
2,0.5303066624393235,0.5418150480365329,0.8874734607218684,0.8726333907056799
3,0.48775030919633167,0.500804953633902,0.8825194621372965,0.8709122203098106
4,0.44337568496203605,0.4599915326481432,0.8871196036801132,0.8760757314974182
5,0.4079734545875289,0.42658800179339335,0.8906581740976646,0.8743545611015491
6,0.37429089724416986,0.3947571984780143,0.8903043170559094,0.8760757314974182
7,0.35254047771939284,0.3786240386133881,0.8938428874734607,0.8743545611015491
8,0.33326921665234926,0.36438170872877795,0.8959660297239915,0.8777969018932874
9,0.3191844664574273,0.35039929865581454,0.8991507430997877,0.8777969018932874
10,0.3067792091592896,0.33808648480970205,0.8991507430997877,0.8795180722891566
11,0.298162874676428,0.32995446936210315,0.8998584571832979,0.8760757314974182
12,0.2876518605863888,0.32121123584152456,0.9023354564755839,0.882960413080895
13,0.27882451120115,0.31445303942031316,0.9051663128096249,0.8846815834767642
14,0.27143827410518945,0.30805539248003516,0.9065817409766455,0.882960413080895
15,0.26279855673706387,0.30008114643143996,0.9087048832271762,0.8795180722891566
16,0.25719634192510044,0.29459986109487873,0.9090587402689313,0.8795180722891566
17,0.2526143567431174,0.29174838609885434,0.9094125973106865,0.8795180722891566
18,0.24788147046621145,0.2892398540800768,0.9111818825194621,0.8812392426850258
19,0.24424863844198752,0.28807266899612544,0.9122434536447275,0.882960413080895
20,0.2398841589604783,0.28353780095488973,0.9111818825194621,0.8846815834767642
21,0.23615238424583368,0.2805478228769842,0.9118895966029724,0.882960413080895
22,0.23329242544250275,0.27815159313326415,0.913658881811748,0.8812392426850258
23,0.23035392797959847,0.2786864055530231,0.9150743099787686,0.8795180722891566
24,0.22837836471059383,0.27825785959545396,0.9168435951875442,0.8795180722891566
25,0.22542663043919642,0.27595785643742066,0.918966737438075,0.882960413080895
26,0.22195664257295333,0.273637314723671,0.9200283085633404,0.8846815834767642
27,0.21879510945456979,0.2718433239325607,0.9217975937721161,0.8864027538726333
28,0.2163450767742065,0.2696185012536741,0.9232130219391366,0.8864027538726333
29,0.2131073054516019,0.2678253359968626,0.9239207360226469,0.8864027538726333
30,0.2107177817242919,0.265987196450996,0.924274593064402,0.8898450946643718
31,0.20896488861889645,0.2656251339487602,0.9249823071479123,0.891566265060241
32,0.20718422464992378,0.26487126670223576,0.9246284501061571,0.8898450946643718
33,0.20583002770843847,0.2639844361335453,0.9249823071479123,0.8881239242685026
34,0.20356270503816504,0.26315587321665485,0.9278131634819533,0.891566265060241
35,0.2022882529403246,0.2621264800503811,0.9278131634819533,0.891566265060241
36,0.200889365672978,0.26114758635653385,0.9285208775654635,0.8932874354561101
37,0.200226564111691,0.26082204141138077,0.9281670205237085,0.8932874354561101
38,0.1978254495987372,0.26118741792105754,0.9295824486907289,0.8932874354561101
39,0.19611819882935408,0.2598535509279482,0.9299363057324841,0.891566265060241
40,0.19518354646436734,0.25999117285405915,0.9295824486907289,0.891566265060241
41,0.19437764243266475,0.2590132849599855,0.9306440198159943,0.8932874354561101
42,0.1920593204513916,0.2578977393860338,0.9317055909412597,0.891566265060241
43,0.19062769531055213,0.2576884017078342,0.93241330502477,0.891566265060241
44,0.18939372108551647,0.2571664588488228,0.9334748761500354,0.891566265060241
45,0.18790635090841007,0.25669366342566563,0.935244161358811,0.8881239242685026
46,0.1870262723867452,0.2564737590948279,0.9334748761500354,0.8898450946643718
47,0.18586435767535772,0.2566152340121413,0.9341825902335457,0.8898450946643718
48,0.18526661415662976,0.2565286609388039,0.935244161358811,0.8898450946643718
49,0.18332154673148,0.2559230766808742,0.9363057324840764,0.891566265060241
50,0.18235337219833997,0.25604288805979547,0.9373673036093418,0.891566265060241
